年月日,平均気温(℃),天気概況(昼：06時～18時),天気概況(夜：18時～翌日06時),平均蒸気圧(hPa),平均湿度(％),平均現地気圧(hPa),平均海面気圧(hPa),最低海面気圧(hPa),最小相対湿度(％),日照時間(時間),合計全天日射量(MJ/㎡),降水量の合計(mm),10分間降水量の最大(mm),最高気温(℃),最低気温(℃),最深積雪(cm),降雪量合計(cm),平均風速(m/s),最大風速(m/s),最大風速(m/s),最大瞬間風速(m/s),最大瞬間風速(m/s),最多風向(16方位)
2023/4/8,8,曇後晴時々雨,曇時々晴一時雨、みぞれを伴う,7.9,74,998.9,1004.2,1002.5,54,5.2,14.13,2,0.5,12.9,4.5,0,0,3.2,8.2,西北西,11.8,西北西,西北西
2023/4/9,5.6,雨時々曇一時晴,晴後時々曇,6.2,68,1005,1010.4,1005,45,4.7,13.09,1,0.5,10.3,1.9,0,0,4.8,11,西,15.4,西,西北西
2023/4/10,9.9,晴時々曇,晴後曇一時雨,9.1,74,1008.8,1014.2,1012.9,56,9,20.78,0,0,14.8,2.1,0,0,4.2,10,南西,15.9,南南西,南西
2023/4/11,13.3,曇後一時晴一時雨,雨時々曇,11.1,73,1006.2,1011.4,1007.1,59,4.2,14.58,0,0,17.4,6.8,0,0,5.3,9.7,南西,16.2,南西,南西
2023/4/12,9.6,曇時々雨後晴,曇時々雨一時晴、雷を伴う,7.4,59,1001.6,1006.9,1002.1,24,7.3,18.06,18,1.5,15.1,5.7,0,0,6.6,13.1,西,22.3,南南西,西
2023/4/13,10,晴時々曇一時雨,曇後一時晴,5.6,46,1005.5,1010.8,1007.8,20,8.8,21.03,0,0,13.4,4,0,0,5.1,11.6,西,18,西,西
2023/4/14,10.9,曇後一時雨,晴時々曇,9.4,71,1006.8,1012.1,1008.8,59,1.8,10.98,0,0,15,3.8,0,0,4.3,11,南西,16.2,西南西,南西
2023/4/15,7.8,曇時々晴,雨,6,58,1006.3,1011.7,1001.4,30,6.4,15.83,2.5,0.5,14.3,1.8,0,0,3.9,9.4,東南東,12.5,東南東,東
2023/4/16,7.4,雨時々曇,晴時々雨一時曇,9,86,987.5,992.7,987,71,0,3.45,20,2,12.3,3.9,0,0,5.4,12.1,西,18.2,西,西
2023/4/17,5.1,曇時々雨,晴後一時曇,5.8,66,1003,1008.4,996.7,49,2.4,11.45,0,0,9.2,1.5,0,0,5.2,8.9,西北西,14.8,西,西北西
2023/4/18,7.2,晴後時々曇,雨時々曇,6.7,66,1010.5,1015.9,1011,45,9.7,23.13,0,0,12.5,-0.7,0,0,2.7,7,南西,10.1,西南西,南西
2023/4/19,9.2,曇時々雨一時晴,曇後一時晴,8.9,77,1004,1009.3,1006.7,57,2.4,12.63,11.5,1,12.4,6.6,0,0,3.6,7.5,西北西,11.2,西北西,西
2023/4/20,11.8,曇一時晴,曇時々雨一時晴,10,72,1000.6,1005.9,999.2,29,4.2,13.11,0,0,16.7,5.4,0,0,2.7,7.6,南西,12.3,南西,南南西
2023/4/21,10.3,晴時々曇,晴一時曇,4.8,38,999.5,1004.8,999.5,19,9.8,23.36,0,0,13.8,6.6,0,0,7.7,12.6,西,19.1,西,西北西
2023/4/22,7.6,晴時々曇,晴後雨一時曇、みぞれを伴う,5.1,50,1006.3,1011.6,1007.3,34,10.5,23.1,0,0,11.5,3.2,0,0,6.2,12.8,西,18.6,北西,西北西
2023/4/23,7.2,曇時々晴一時雨、みぞれを伴う,晴,5,52,1011.1,1016.5,1014.6,24,6.1,15.28,1.5,1,11.8,3.5,0,0,5.8,12.7,西,20.1,西,西北西
2023/4/24,7.4,曇時々晴一時雨,晴,5.2,52,1014.2,1019.7,1018.1,31,7,16.93,0,0,12,2.9,0,0,4.9,12.5,西北西,18,西北西,西
2023/4/25,9.7,晴後一時曇,曇後時々雨,5.6,48,1015.6,1021,1015,27,9.8,22.63,0,0,14.8,2.1,0,0,3.8,8.3,東南東,13.4,東,東南東
2023/4/26,10.3,雨後一時曇,曇一時雨後晴,10.9,86,1000.3,1005.6,1001.5,60,0.2,2.89,11,0.5,12.6,7.7,0,0,4.3,8.3,北西,13.3,北北西,東南東
2023/4/27,10.3,晴,晴後一時曇,5.4,45,1009.2,1014.5,1005.9,23,13.4,27.1,0,0,14.2,5.6,0,0,6.4,11.6,西,17.7,西,西
2023/4/28,11.3,曇時々晴一時雨,曇時々晴,9.7,71,1013.2,1018.6,1017.4,47,6,15.35,0,0,15.6,5.6,0,0,3.8,8.4,南西),12.9,南西),南西
2023/4/29,12.9,曇時々晴一時雨,雨時々曇,10,69,1007.1,1012.4,1004.3,41,5.2,18.07,1,0.5,19.3,6.4,0,0,2,4.5,西北西,6.6,西北西,南南東
2023/4/30,13.2,雨後晴時々曇,晴一時曇,11.4,77,995.3,1000.5,997.2,41,6.4,18.7,9.5,1,18.4,10.4,0,0,4.3,12.4,南西,19.4,西南西,西南西
2023/5/1,12.5,晴後雨時々曇,曇時々晴一時雨,9.9,69,1003.4,1008.6,1005,47,9,22.61,2,0.5,17.4,8,0,0,4.3,9.1,南西,14.7,南西,南西
2023/5/2,11.2,晴,晴後一時曇,7.6,59,1014.7,1020.1,1013.6,30,12.4,27.54,0,0,16.6,6.3,0,0,4.5,9.5,西北西,12.8,西北西,西北西
2023/5/3,12.1,曇時々晴,晴時々曇,9.1,64,1015.8,1021.1,1018.8,47,3.3,12.88,0,0,16.4,5.9,0,0,4.1,9.8,西南西,14.6,南西,南西
2023/5/4,13.9,曇後一時晴,曇時々晴,11.4,72,1010.4,1015.6,1013,51,4.3,16.87,0,0,19.4,8.3,0,0,3.4,8.2,南西,13.1,南西,南西
2023/5/5,15.1,曇,雨一時曇,12.8,76,1005.8,1011,1007.4,55,3,10.1,4.5,0.5,18.6,10,0,0,2.2,6.3,西北西,10.1,西,西北西
2023/5/6,11.4,雨時々曇,雨時々曇,12.8,94,1001.8,1007.1,1003.7,76,0,4.1,12,0.5,13.6,7.6,0,0,2.6,5.5,南東,8.1,南東,東南東
2023/5/7,9.4,曇時々晴,曇後一時雨,8.6,73,1009.6,1014.9,1013.1,53,7.1,19.83,0,0,14.1,7,0,0,4,7,南東,10.2,南東,東南東
2023/5/8,7.4,雨後曇,晴後一時曇,8.1,78,1007,1012.4,1010.3,58,1.1,9.25,2.5,0.5,10,5.4,0,0,2.8,6.8,東南東,10.5,東南東,東南東
2023/5/9,11.4,曇時々晴,曇後時々晴、雷を伴う,10.5,78,1008.1,1013.4,1011.7,57,6.9,21.05,0,0,15.6,5.1,0,0,4.8,10,南西,16.5,西南西,南西
2023/5/10,12.3,晴一時雨後曇、雷を伴う,晴,8.7,62,1009.3,1014.6,1013.2,26,8.3,21.33,0,0,17.1,6.6,0,0,2.6,5.9,東南東,8.5,東南東,東北東
2023/5/11,9.5,晴一時曇,晴後曇一時雨,6.4,56,1013.9,1019.3,1017.2,36,11.3,23.59,0,0,15.7,3.4,0,0,3.7,8,北西,10.8,北西,北西
2023/5/12,10,曇後晴一時雨,晴,8.6,70,1016.4,1021.8,1020.2,51,6.5,20.77,0,0,16.1,3.4,0,0,2.4,5.1,南南東,8.1,南,南南東
2023/5/13,11.2,曇時々晴,晴時々曇,9,68,1014.9,1020.3,1018.3,36,7.8,22.27,0,0,16.9,4.6,0,0,1.6,3.7,南南東,5.1,南南西,南南東
2023/5/14,11.8,晴後雨一時曇,雨時々曇,11.2,79,1010.3,1015.6,1012.8,57,7.9,21.41,0.5,0.5,16,5.4,0,0,1.9,4.9,南南東,6.7,南南東,北
2023/5/15,15.1,曇時々雨,曇一時雨,14.5,84,1007.3,1012.5,1011.5,73,0,9.35,3,1,18.1,12.8,0,0,3.3,5.7,東南東,8.2,東南東,東南東
2023/5/16,15.1,晴一時曇,曇時々晴,14.3,84,1007.5,1012.8,1010.9,67,9.3,25.95,0,0,19.2,12.2,0,0,2.2,5.6,南南東,7.9,南南東,南南東
2023/5/17,16.1,晴,曇時々晴,14.8,82,1005.2,1010.4,1007.7,60,10.7,25.19,0,0,21.4,11.3,0,0,2,5.9,南西,8.4,南西,南南東
2023/5/18,18.1,晴時々曇,曇,15.1,74,1006.4,1011.6,1010.1,45,11.5,26.39,0,0,24.3,13,0,0,2.7,7.3,南西,11,南西,西南西
2023/5/19,14.9,雨時々曇,曇時々雨,14.6,87,1008.2,1013.4,1012.5,77,0,9.08,0,0,17.5,13,0,0,2.1,4.6,東,6.8,東,南南東
2023/5/20,13.6,曇時々晴,曇一時晴後一時雨,11.8,77,1008.6,1013.8,1011.6,54,4.9,18.85,0,0,18.2,10.8,0,0,4.6,7.4,南東,11.6,南東,東南東
2023/5/21,12.7,雨時々曇,曇一時雨後時々晴,13.8,94,1000.8,1006,1003,84,0,3.05,4.5,0.5,15.2,10.1,0,0,3.5,6.9,東南東,10,東南東,東
2023/5/22,14.3,晴時々曇,晴一時曇,11.5,72,999,1004.2,1002.8,45,10,23.57,0,0,20.2,8.7,0,0,3.9,9.3,西,13.3,西,西
2023/5/23,11.5,晴,曇時々晴,9.4,70,1002,1007.3,1005.7,50,9.5,22.3,0,0,16.2,6,0,0,2.8,5.8,南南東,8.1,東南東,東南東
2023/5/24,13.9,晴,晴,10.4,67,1006.6,1011.9,1009.5,45,14.1,29.63,0,0,20.6,7.8,0,0,3.1,6.5,西北西,10,西北西,北西
2023/5/25,15.4,晴,晴,11.2,66,1015.6,1020.9,1018,39,13.9,29.46,0,0,22.3,8,0,0,2.2,5,西,6.7,西北西,西
2023/5/26,15.9,曇時々晴一時雨,曇時々雨,12.4,71,1016.2,1021.5,1020.4,34,6.2,15.52,3.5,1,21.7,9.8,0,0,2.6,6.4,南西,10.9,西南西,南南東
2023/5/27,18,晴時々曇,曇,14.9,73,1015.5,1020.7,1019.6,53,9.4,24.72,0,0,22.3,14.9,0,0,3.2,7.8,南西,11.4,西南西,南西
2023/5/28,16,雨一時曇,曇時々雨,16.4,90,1008.8,1014.1,1009.8,70,0,5.97,3,0.5,18.1,13.8,0,0,1.9,4.5,西,6.6,西南西,南南東
2023/5/29,16.8,曇後晴一時雨,晴後曇一時雨,14.8,79,1003.9,1009,1007,52,7.5,22.26,0,0,22.4,12.7,0,0,3.7,7.3,西北西,9.7,西北西,西
2023/5/30,13.9,曇時々晴一時雨、雷を伴う,晴,11.1,70,1003.5,1008.8,1006.8,47,7.9,23.34,0,0,19.7,9.2,0,0,3.8,8.5,北西,13.2,北西,西北西
2023/5/31,14.5,晴,晴後一時曇,10,64,1005.5,1010.7,1009.3,32,13.5,30.15,0,0,21.4,7.9,0,0,3.7,9,西,13.6,西,西
2023/6/1,17.1,晴,曇時々晴,10.8,58,1004.2,1009.4,1006.2,27,13.6,29.12,0,0,24.2,10.1,0,0,3.3,7.7,南西,12,南西,南西
2023/6/2,18.2,曇一時晴後雨,大雨後曇時々晴,16.5,79,994.4,999.5,990.3,60,1.9,11.95,36,5.5,22.9,14.8,0,0,2.5,7.1,北西,10.2,北西,南東
2023/6/3,15.9,曇一時雨後晴,晴後雨時々曇,14.3,79,991.4,996.5,991.5,57,3,14.85,0,0,19.6,10.9,0,0,3.9,8.7,西北西,12.6,西,西北西
2023/6/4,15.2,晴一時雨後曇、雷を伴う,曇一時雨後晴,12.2,72,996,1001.1,998.7,48,5.1,18.46,0,0,21.4,10.7,0,0,4.3,11.3,西,15.8,西,西
2023/6/5,17,晴一時雨,晴一時曇,11.9,64,1000.5,1005.7,1003.4,32,11,27.38,0,0,22.7,10.6,0,0,4.2,10.9,西,15.6,西,西
2023/6/6,17.8,曇時々晴一時雨,曇後時々雨、雷を伴う,14.8,73,1001.8,1006.9,1005.6,60,4,13.45,0,0,21.9,12.4,0,0,2.9,6.7,南西,10.8,南西,南西
2023/6/7,16.5,雨時々曇、雷を伴う,曇一時雨後晴、霧を伴う,16.8,90,1002.9,1008.1,1005.5,74,0,5.01,26.5,4.5,18.3,15.1,0,0,1.8,4.3,北西,7.5,西北西,北東
2023/6/8,18.7,晴,曇後一時雨,16.7,79,1007.6,1012.7,1011.3,61,12.7,28.95,0,0,23.2,12.9,0,0,3.1,5.9,南南東,9.1,東,南南東
2023/6/9,16.9,雨,雨,17.3,90,1003.8,1009,1007.3,76,0,6.56,21,2,19.3,14.5,0,0,6.3,10.6,東南東,17,南東,東南東
2023/6/10,17,曇時々雨,曇時々晴,17.4,90,1007,1012.2,1008.6,76,3,15.53,3,0.5,20.5,14.6,0,0,3.1,8.1,東南東,13.3,南東,南南東
2023/6/11,18.3,曇後時々晴,曇,17.8,85,1009,1014.2,1012.5,69,4.9,19.68,0,0,22.6,15.7,0,0,2.6,6.7,東南東,10.4,東南東,東
2023/6/12,19,曇一時晴後時々雨,曇時々雨,18.3,84,1004.7,1009.9,1007.2,62,3.1,16.02,0,0,24.9,15.4,0,0,3.3,7.1,東,10.9,南東,東南東
2023/6/13,17.9,曇時々雨,曇後時々雨,18.1,88,1000.7,1005.8,1004.1,76,0,8.08,0,0,20.6,16.8,0,0,3.2,6.2,東,9.3,東南東,東
2023/6/14,19.4,晴時々曇,曇時々晴,19.1,85,1003,1008.1,1006.3,64,10.8,28.09,0,0,24.6,16.2,0,0,1.8,4.6,南南東,6.3,南,南南東
2023/6/15,18,曇時々雨,曇一時晴,18.4,90,1004.2,1009.3,1008.3,78,0.3,10.64,0,0,20.6,16.6,0,0,1.5,3.9,南南東,5.6,南南東,西
2023/6/16,19.4,曇後一時晴,曇時々晴,18.8,84,1003,1008.2,1006.8,69,3.2,13.44,0,0,22.6,17.1,0,0,1.9,4.5,西北西,7,西,西北西
2023/6/17,21.4,曇時々晴,曇一時雨,19.6,77,1001.6,1006.7,1003.7,58,4.5,15.57,1.5,1,25.9,18.3,0,0,4.7,9.5,西南西,14.1,西南西,西南西
2023/6/18,19.6,晴時々曇,晴,14.2,64,1000.3,1005.4,1003.3,39,10.3,23.63,0,0,24.3,14.9,0,0,4.6,9.3,北西,14.1,北西,北北西
2023/6/19,18.2,晴,晴,12.8,63,1002.7,1007.9,1006.7,40,14,31.04,0,0,24,13.5,0,0,4,7.5,北西,11.3,北西,北北西
2023/6/20,18.2,晴,晴後一時曇,14,68,1006.1,1011.2,1009.7,43,14.3,29.47,0,0,24.2,11.3,0,0,2.6,7.7,西,10.5,西,西南西
2023/6/21,20.6,晴一時曇,曇時々晴,13.7,59,1006.9,1012,1010.2,34,11.6,26.95,0,0,27.4,13.4,0,0,2.2,6.1,東,7.8,東南東,南南東
2023/6/22,19.5,曇一時晴,曇時々雨,17.2,76,1004.6,1009.7,1009,61,2.5,13.35,0,0,22.8,16.2,0,0,4.5,8,東,12.9,東,東
2023/6/23,17,雨時々曇,雨時々曇,17.6,91,1005.1,1010.3,1008.2,84,0,5.18,16.5,1,18.9,15.1,0,0,5.5,8.7,東,13.1,東,東
2023/6/24,17.3,曇後一時晴,曇一時晴後一時雨,17.2,87,1009.7,1014.9,1012.8,76,1.1,11.34,7,1.5,20.4,15,0,0,3.3,6.6,東,9,東南東,東南東
2023/6/25,19.2,晴時々曇,晴、霧を伴う,18.4,83,1011,1016.2,1015,66,6.2,20.9,0,0,23.6,16.8,0,0,1.6,3.8,南南東,6.3,南南東,南南東
2023/6/26,20.1,曇一時雨後晴,曇時々晴,19.8,85,1010.1,1015.3,1013.8,64,9.2,24.96,0,0,25.2,15.7,0,0,1.9,4.4,南南東,6,南南東,南南東
2023/6/27,20.9,曇時々晴一時雨,雨時々曇,20.5,84,1007.4,1012.5,1009,57,7.4,23.64,9.5,2.5,26.1,16.6,0,0,1.9,3.9,東南東,5.6,東南東,南南東
